district_id,state_name,overall_literacy,female_literacy,male_literacy,total_enrollment,govt_enrollment,private_enrollment,school_age_population,primary_pupil_teacher_ratio,upper_primary_pupil_teacher_ratio,total_schools,schools_with_water,schools_with_electricity,schools_with_girls_toilet,schools_with_boys_toilet,schools_with_road_connectivity,pct_sc_population,pct_st_population,dropout_rate_pct,pct_govt_enrollment,pct_private_enrollment,pct_schools_road_connected,pct_schools_electricity,pct_schools_water,pct_schools_girls_toilet,girl_dropout_rate,boy_dropout_rate,dropout_gender_gap,literacy_gender_gap,toilet_gender_gap,total_teachers
419,NAGALAND,92.68,91.74,93.55,25122,11680,13442,15996,2,0,284,251,196,282,281,274,0,91.68,2.39,46.5,53.5,96.5,69,88.4,99.3,2.23,2.53,-0.3,1.81,1,3642
425,NAGALAND,86.26,83.61,88.86,29248,18984,10264,15289,6,0,291,210,92,290,290,273,0,97.02,1.35,64.9,35.1,93.8,31.6,72.2,99.7,1.26,1.44,-0.17,5.25,0,2717
424,NAGALAND,87.6,84.58,90.53,26322,15257,11065,15598,16,0,213,193,63,213,213,187,0,94.16,3.06,58,42,87.8,29.6,90.6,100,2.86,3.27,-0.41,5.95,0,1925
415,NAGALAND,85.44,82.54,88.07,93037,34589,58448,37555,17,3,489,422,359,489,488,430,0,59.13,0.53,37.2,62.8,87.9,73.4,86.3,100,0.49,0.57,-0.08,5.53,1,7158
417,NAGALAND,85.58,81.56,89.28,38308,10570,27738,26921,1,0,290,244,186,290,289,281,0,83.86,1.49,27.6,72.4,96.9,64.1,84.1,100,1.29,1.67,-0.38,7.72,1,4200
422,NAGALAND,79.13,73.5,84.53,25718,13976,11742,20641,9,3,246,200,122,246,246,204,0,96.16,1.42,54.3,45.7,82.9,49.6,81.3,100,1.42,1.43,-0.01,11.03,0,1989
418,NAGALAND,71.1,65.44,75.6,9582,4905,4677,6570,2,0,115,115,33,115,115,110,0,96.3,4.14,51.2,48.8,95.7,28.7,100,100,3.52,4.72,-1.2,10.16,0,1093
416,NAGALAND,73.1,70.35,76.54,15249,7751,7498,10705,10,1,145,99,34,145,145,123,0,96.52,0.49,50.8,49.2,84.8,23.4,68.3,100,0.52,0.45,0.06,6.19,0,1035
421,NAGALAND,79,73.57,83.96,15660,8518,7142,11606,1,0,167,120,79,166,167,133,0,88.47,1.07,54.4,45.6,79.6,47.3,71.9,99.4,1.08,1.06,0.02,10.39,-1,1442
392,MANIPUR,75,68.8,80.85,77864,38775,36803,19905,77,1,876,875,177,876,868,668,0.37,79.76,1.34,49.8,47.3,76.3,20.2,99.9,100,1.22,1.46,-0.24,12.05,8,5552
393,MANIPUR,70.4,63.76,76.74,25137,15922,9215,14752,16,0,419,418,60,419,418,243,0.02,95.72,2.51,63.3,36.7,58,14.3,99.8,100,2.06,2.94,-0.88,12.98,1,2490
389,MANIPUR,84.29,80.13,88.34,52986,23560,27300,27330,18,0,588,587,218,588,587,427,0.16,92.94,1.78,44.5,51.5,72.6,37.1,99.8,100,1.52,2.04,-0.52,8.21,1,4613
387,MANIPUR,76.35,67.29,85.52,44635,14825,28163,22698,27,1,367,367,145,367,362,358,9.32,1.39,1.49,33.2,63.1,97.5,39.5,100,100,1.21,1.76,-0.55,18.23,5,3102
394,MANIPUR,76.66,67.57,85.9,76088,24509,47355,44193,50,10,558,555,274,557,552,527,9.62,0.43,1.9,32.2,62.2,94.4,49.1,99.5,99.8,1.67,2.12,-0.44,18.33,5,4927
391,MANIPUR,86.7,80.71,92.93,85546,20360,62473,42460,28,6,588,585,230,563,564,550,3.19,4.66,1.35,23.8,73,93.5,39.1,99.5,95.7,1.29,1.42,-0.12,12.22,-1,6316
390,MANIPUR,82.81,75.92,89.86,79524,21519,57536,41588,37,10,673,666,253,636,625,645,3.47,6.06,1.28,27.1,72.4,95.8,37.6,99,94.5,1.17,1.39,-0.22,13.94,11,6306
395,MANIPUR,81.87,77.47,86.05,37351,18075,19276,17902,18,2,425,425,100,425,424,357,0.14,94.35,2.22,48.4,51.6,84,23.5,100,100,2.05,2.39,-0.34,8.58,1,3314
388,MANIPUR,70.85,63.26,77.93,23465,10475,12990,12741,8,2,371,370,105,368,365,309,0.38,88.97,2.63,44.6,55.4,83.3,28.3,99.7,99.2,2.28,2.97,-0.69,14.67,3,2316
413,MIZORAM,85.96,81.37,90.15,20230,14197,6033,10661,43,0,331,301,173,331,330,326,0.06,95.04,3.4,70.2,29.8,98.5,52.3,90.9,100,3.47,3.33,0.14,8.78,1,1588
410,MIZORAM,94.54,93.53,95.5,19372,10913,8459,9457,32,0,232,229,178,232,230,219,0.1,87.68,2.75,56.3,43.7,94.4,76.7,98.7,100,2.7,2.8,-0.1,1.97,2,1442
407,MIZORAM,98.5,98,99.01,65891,22642,43249,35815,17,2,716,715,603,716,713,716,0.16,93.31,2.93,34.4,65.6,100,84.2,99.9,100,2.73,3.13,-0.39,1.01,3,5207
408,MIZORAM,93.51,92.2,94.8,25773,14422,11351,14263,20,0,359,352,265,359,359,359,0.01,98.19,3.67,56,44,100,73.8,98.1,100,3.61,3.72,-0.11,2.6,0,2140
414,MIZORAM,98.76,98.28,99.24,11477,4404,7073,6451,4,0,179,179,160,179,179,173,0.05,96.85,4.08,38.4,61.6,96.6,89.4,100,100,4.28,3.89,0.39,0.96,0,1081
412,MIZORAM,89.4,85.85,92.74,32157,19067,12993,17221,45,2,587,502,256,573,530,520,0.11,95.11,3.88,59.3,40.4,88.6,43.6,85.5,97.6,3.56,4.17,-0.61,6.89,43,3044
411,MIZORAM,66.41,57.62,74.68,26882,17966,8916,15650,28,0,459,369,142,459,459,384,0.12,95.3,2.47,66.8,33.2,83.7,30.9,80.4,100,2.29,2.62,-0.33,17.06,0,2467
600,TRIPURA,88.91,84.76,92.91,122137,84150,35881,141103,30,2,704,682,312,697,686,644,19.59,25.03,0.6,68.9,29.4,91.5,44.3,96.9,99,0.51,0.68,-0.17,8.15,11,11272
598,TRIPURA,85.41,79.64,90.94,68496,62627,5662,83605,19,16,660,600,151,660,657,512,16,39.37,0.42,91.4,8.3,77.6,22.9,90.9,100,0.38,0.46,-0.08,11.3,3,5194
593,TRIPURA,86.82,80.83,92.45,72330,63845,8323,40725,24,5,877,638,140,877,874,577,16.31,55.68,0.72,88.3,11.5,65.8,16,72.7,100,0.56,0.87,-0.32,11.62,3,5090
596,TRIPURA,88.29,84.69,91.77,67469,57895,7628,72198,34,7,509,461,167,508,509,412,16.57,25.86,0.87,85.8,11.3,80.9,32.8,90.6,99.8,0.75,1,-0.25,7.08,-1,4220
597,TRIPURA,,,,77469,62632,8039,,35,2,636,603,184,633,631,577,,,0.48,80.8,10.4,90.7,28.9,94.8,99.5,0.46,0.49,-0.03,,2,6527
595,TRIPURA,,,,44511,39964,4489,,5,3,489,477,133,488,489,422,,,0.58,89.8,10.1,86.3,27.2,97.5,99.8,0.49,0.65,-0.16,,-1,5586
594,TRIPURA,,,,67610,56050,10618,,12,8,603,554,181,602,599,436,,,0.43,82.9,15.7,72.3,30,91.9,99.8,0.39,0.47,-0.09,,3,5673
599,TRIPURA,,,,49490,40954,4053,,43,3,366,337,98,361,361,318,,,1.03,82.8,8.2,86.9,26.8,92.1,98.6,0.82,1.23,-0.41,,0,3051
404,MEGHALAYA,68.38,63.34,73.31,128071,66093,61768,81049,333,37,2100,1309,310,1646,1729,934,1.37,73.69,0.63,51.6,48.2,44.5,14.8,62.3,78.4,0.53,0.74,-0.21,9.97,-83,7241
396,MEGHALAYA,75.51,71.32,79.56,46025,28596,17429,42273,146,10,772,504,111,719,733,391,0.16,95.99,1.56,62.1,37.9,50.6,14.4,65.3,93.1,1.27,1.85,-0.58,8.24,-14,2364
401,MEGHALAYA,72.39,67.72,76.77,45289,31482,13794,19690,117,3,1001,823,174,1000,998,418,0.22,94.31,1.45,69.5,30.5,41.8,17.4,82.2,99.9,1.23,1.66,-0.43,9.05,2,2833
406,MEGHALAYA,79.3,78.3,80.29,85077,37884,47103,60535,243,17,1753,1136,309,1487,1480,677,0.04,97.82,0.78,44.5,55.4,38.6,17.6,64.8,84.8,0.67,0.89,-0.22,1.99,7,4948
398,MEGHALAYA,84.7,84.15,85.26,179431,55386,120887,97851,334,46,2445,1756,944,2147,2173,2026,0.68,80.05,0.69,30.9,67.4,82.9,38.6,71.8,87.8,0.62,0.76,-0.13,1.11,-26,10402
399,MEGHALAYA,,,,42547,26258,16289,,123,11,725,522,114,629,633,528,,,0.56,61.7,38.3,72.8,15.7,72,86.8,0.45,0.67,-0.22,,-4,2247
403,MEGHALAYA,,,,35960,16649,19311,,99,7,876,451,86,713,697,362,,,0.74,46.3,53.7,41.3,9.8,51.5,81.4,0.65,0.84,-0.19,,16,2488
402,MEGHALAYA,,,,39844,23027,16817,,114,14,727,469,90,600,608,340,,,0.71,57.8,42.2,46.8,12.4,64.5,82.5,0.6,0.81,-0.21,,-8,2246
58,ASSAM,66.63,59.54,73.44,173313,122346,26165,104575,416,19,2687,1967,293,1956,1915,2288,3.33,31.41,1.2,70.6,15.1,85.2,10.9,73.2,72.8,1.02,1.38,-0.36,13.9,41,10242
46,ASSAM,59.36,54.26,64.2,440032,322230,82301,275468,1735,129,4200,4200,628,2998,2844,3283,3.61,0.33,1.39,73.2,18.7,78.2,15,100,71.4,1.11,1.67,-0.56,9.94,154,17314
49,ASSAM,68.67,64.53,72.67,202283,161635,29628,127413,635,48,2436,2200,405,2200,2194,2062,4.47,22.97,1.51,79.9,14.6,84.6,16.6,90.3,90.3,1.32,1.71,-0.39,8.14,6,9849
40,ASSAM,70.44,65.18,75.48,139778,110365,21386,82824,450,36,1429,1327,281,1196,1120,1141,11.21,2.55,1.83,79,15.3,79.8,19.7,92.9,83.7,1.53,2.14,-0.6,10.3,76,6510
38,ASSAM,65.03,59.04,70.72,311222,241265,59707,217256,929,78,3318,3166,655,2759,2719,2139,5.63,1.62,1.52,77.5,19.2,64.5,19.7,95.4,83.2,1.29,1.75,-0.46,11.68,40,16627
63,ASSAM,79.89,73.85,85.58,117067,88569,19902,71641,259,23,1622,1622,435,1529,1557,1378,7.8,3.03,2.15,75.7,17,85,26.8,100,94.3,1.78,2.52,-0.74,11.73,-28,8300
44,ASSAM,64.55,60.4,68.36,164248,134287,24990,114635,446,30,1612,1529,326,1408,1350,1364,4.34,0.91,1.49,81.8,15.2,84.6,20.2,94.9,87.3,1.28,1.71,-0.43,7.96,58,8214
61,ASSAM,69.37,64.99,73.66,180085,148882,24557,124726,462,39,1866,1833,308,1723,1693,1469,12.31,14.29,1.58,82.7,13.6,78.7,16.5,98.2,92.3,1.31,1.86,-0.55,8.67,30,8730
62,ASSAM,73.78,69.21,78.19,506564,420759,55720,347286,1433,142,4209,3989,1059,3565,3456,3819,9.43,4.08,1.19,83.1,11,90.7,25.2,94.8,84.7,0.96,1.43,-0.48,8.98,109,22482
65,ASSAM,69.96,62.53,76.98,313780,242292,41533,212316,893,131,3063,2664,629,2628,2571,2463,5.67,12.07,1.21,77.2,13.2,80.4,20.5,87,85.8,1.02,1.4,-0.38,14.45,57,13266
59,ASSAM,78.39,71.91,84.66,199860,156991,32052,118840,385,15,3222,2977,535,2567,2507,2697,7.85,23.93,1.71,78.6,16,83.7,16.6,92.4,79.7,1.43,2,-0.56,12.75,60,15184
45,ASSAM,69.07,62.13,75.66,135268,95293,30124,79784,320,18,2152,1946,286,1757,1695,2053,6.45,47.45,1.43,70.4,22.3,95.4,13.3,90.4,81.6,1.12,1.75,-0.64,13.53,62,8532
67,ASSAM,70.92,63.54,77.89,202981,150110,49084,137909,558,65,1796,1774,545,1726,1714,1530,2.84,6.18,0.99,74,24.2,85.2,30.3,98.8,96.1,0.88,1.1,-0.22,14.35,12,8866
47,ASSAM,76.22,69.52,82.59,193328,146336,43379,121083,525,42,2178,2150,588,2035,1972,1825,4.44,7.76,0.94,75.7,22.4,83.8,27,98.7,93.4,0.84,1.04,-0.2,13.07,63,9619
53,ASSAM,83.42,78.22,88.38,151133,113723,30038,92978,272,31,2708,2570,864,2359,2304,2343,8.12,12.82,1.67,75.2,19.9,86.5,31.9,94.9,87.1,1.42,1.92,-0.51,10.16,55,10656
50,ASSAM,78.31,72.18,84.2,160575,119005,37302,99687,357,50,2048,1991,515,1803,1821,1391,5.84,10.48,1.19,74.1,23.2,67.9,25.1,97.2,88,0.97,1.41,-0.45,12.02,-18,8898
56,ASSAM,73.52,64.62,82.12,180824,127926,48861,113105,391,51,2612,1889,509,2436,2388,2200,4.7,56.34,1.12,70.7,27,84.2,19.5,72.3,93.3,0.89,1.36,-0.46,17.5,48,10914
48,ASSAM,78.99,72.15,85.34,36383,23796,12241,23851,17,2,1028,378,123,991,950,840,2.03,70.92,6.38,65.4,33.6,81.7,12,36.8,96.4,5.83,6.92,-1.09,13.19,41,4708
41,ASSAM,80.36,74.62,85.85,295456,235774,41711,189943,791,117,3074,2363,562,2651,2521,2442,15.25,1.01,1.47,79.8,14.1,79.4,18.3,76.9,86.2,1.24,1.7,-0.46,11.23,130,14338
57,ASSAM,79.72,73.49,85.7,257437,199362,23693,154769,868,98,3071,1833,352,2492,2710,2239,12.85,0.16,1.17,77.4,9.2,72.9,11.5,59.7,81.1,0.97,1.38,-0.41,12.21,-218,11955
51,ASSAM,75.26,68.54,81.61,146017,97498,20756,82602,347,21,3460,1238,391,1694,1669,2464,10.72,0.11,1.08,66.8,14.2,71.2,11.3,35.8,49,0.95,1.21,-0.26,13.07,25,12427
37,ASSAM,70.53,62.23,78.55,142264,112743,19745,91475,176,17,2313,2005,265,2028,1711,2058,7.69,34.84,1.63,79.2,13.9,89,11.5,86.7,87.7,1.38,1.9,-0.52,16.32,317,11935
43,ASSAM,64.71,57.87,71.35,97163,74092,14657,55870,140,19,1256,1130,205,1043,1031,1077,7.29,37.06,1.33,76.3,15.1,85.7,16.3,90,83,1.13,1.53,-0.39,13.48,12,5718
68,ASSAM,66.6,59.17,73.79,124866,101278,16830,83385,191,23,1728,1480,223,1603,1509,1610,4.55,32.15,1.88,81.1,13.5,93.2,12.9,85.6,92.8,1.59,2.17,-0.58,14.62,94,7548
692,WEST BENGAL,79.92,73.74,85.94,84356,83873,483,144908,50,28,1742,1192,403,1718,1715,1158,17.18,21.52,1.06,99.4,0.6,66.5,23.1,68.4,98.6,1.1,1.02,0.08,12.2,3,8710
695,WEST BENGAL,73.79,66.65,80.61,368738,311482,50478,344365,374,164,2736,2665,1720,2710,2666,2492,37.65,18.89,0.88,84.5,13.7,91.1,62.9,97.4,99,0.83,0.93,-0.1,13.96,44,15570
696,WEST BENGAL,75.49,69.08,81.52,472041,414042,2601,257917,832,188,3684,3667,2252,3623,3464,3289,50.17,0.64,0.88,87.7,0.6,89.3,61.1,99.5,98.3,0.75,1.01,-0.27,12.44,159,19076
707,WEST BENGAL,60.13,53.15,66.65,606193,545587,40731,373572,1156,320,3299,3294,1818,3251,3235,2661,26.87,5.41,0.73,90,6.7,80.7,55.1,99.8,98.5,0.62,0.85,-0.22,13.5,16,18183
691,WEST BENGAL,73.86,67.81,79.63,255595,226755,21481,141733,298,112,2373,2337,1470,2349,2344,1658,28.8,16.43,0.78,88.7,8.4,69.9,61.9,98.5,99,0.69,0.85,-0.16,11.82,5,11254
698,WEST BENGAL,62.71,57.84,67.27,822768,611143,135041,461268,1317,396,4332,4309,2708,4301,4239,3520,20.94,7.87,1.18,74.3,16.4,81.3,62.5,99.5,99.3,1.04,1.32,-0.28,9.43,62,28249
699,WEST BENGAL,67.53,63.88,71.02,1299114,1094510,90012,757347,1862,464,6870,6850,4422,6643,6544,5988,12.64,1.28,1.2,84.3,6.9,87.2,64.4,99.7,96.7,1.03,1.37,-0.34,7.14,99,44239
690,WEST BENGAL,70.9,64.07,77.42,547566,495213,14017,340805,887,292,4245,4222,2988,4112,4065,3885,29.5,6.92,1.21,90.4,2.6,91.5,70.4,99.5,96.9,1.06,1.36,-0.3,13.35,47,21668
700,WEST BENGAL,75.58,71.35,79.58,663934,597495,54773,388454,419,181,4516,4514,3360,4378,4315,4137,29.94,2.72,1.19,90,8.2,91.6,74.4,100,96.9,1.06,1.3,-0.24,8.23,63,31127
694,WEST BENGAL,82.55,76.95,87.93,595503,542382,33420,395419,214,289,4431,4428,3967,4356,4235,4145,24.35,4.15,1.22,91.1,5.6,93.5,89.5,99.9,98.3,1.03,1.41,-0.38,10.98,121,29243
689,WEST BENGAL,70.95,60.44,81,514817,481079,28058,316815,463,191,5194,5194,4310,5171,5081,4720,32.65,10.25,1.61,93.4,5.5,90.9,83,100,99.6,1.41,1.81,-0.4,20.56,90,24827
705,WEST BENGAL,65.38,51.29,78.85,479074,446634,22637,310415,984,221,4558,4447,3465,4417,4343,3802,19.38,18.45,1.39,93.2,4.7,83.4,76,97.6,96.9,1.2,1.57,-0.37,27.56,74,19350
693,WEST BENGAL,83.85,79.73,87.69,565951,479371,66821,385203,371,257,3671,3628,3258,3504,3275,3298,14.82,0.31,0.93,84.7,11.8,89.8,88.7,98.8,95.5,0.82,1.05,-0.23,7.96,229,26396
697,WEST BENGAL,87.14,84.98,89.08,366489,273953,90079,253862,154,93,2771,2771,2770,2490,2348,2760,5.38,0.24,1.75,74.8,24.6,99.6,100,100,89.9,1.43,2.1,-0.66,4.1,142,27038
704,WEST BENGAL,87.66,81.81,93.14,714830,631497,76252,429568,282,238,6600,6447,4737,6413,6372,5178,14.63,0.55,1.53,88.3,10.7,78.5,71.8,97.7,97.2,1.29,1.77,-0.48,11.33,41,38519
703,WEST BENGAL,79.04,71.11,86.66,862189,791159,51707,504154,515,320,9606,9443,8038,9193,9014,9285,19.08,14.88,1.38,91.8,6,96.7,83.7,98.3,95.7,1.19,1.57,-0.38,15.55,179,47003
234,JHARKHAND,62.18,49.43,74,312813,266424,16360,185066,1053,160,1697,1694,106,1671,1648,1226,24.19,15.56,1.33,85.2,5.2,72.2,6.2,99.8,98.5,1.25,1.4,-0.15,24.57,23,6110
245,JHARKHAND,65.5,53.87,76.27,468766,408555,23066,254380,1799,308,2924,2701,195,2793,2668,1153,27.65,9.34,0.51,87.2,4.9,39.4,6.7,92.4,95.5,0.45,0.57,-0.13,22.4,125,10358
230,JHARKHAND,62.14,51.91,71.85,245938,213448,5456,150504,968,82,2092,1965,121,2073,2063,690,32.66,4.37,1.36,86.8,2.2,33,5.8,93.9,99.1,1.13,1.58,-0.45,19.94,10,6805
241,JHARKHAND,68.35,54.77,81.25,154257,116829,7333,101130,417,40,957,895,163,952,946,928,15.22,0.96,1.14,75.7,4.8,97,17,93.5,99.5,0.95,1.32,-0.37,26.48,6,4380
235,JHARKHAND,65.12,50.33,79.08,551766,436453,32435,352959,2101,234,3972,3792,837,3934,3917,1944,13.31,9.74,0.97,79.1,5.9,48.9,21.1,95.5,99,0.85,1.09,-0.24,28.75,17,13245
231,JHARKHAND,66.34,52.39,79.13,322958,270016,21678,201555,1091,153,2349,2312,363,2331,2317,1417,12.74,12.13,1.23,83.6,6.7,60.3,15.5,98.4,99.2,1.08,1.38,-0.31,26.74,14,8275
236,JHARKHAND,57.68,44.9,69.56,287169,227945,23229,184920,935,114,1936,1632,158,1807,1812,1195,8.8,21.26,1.22,79.4,8.1,61.7,8.2,84.3,93.3,1.01,1.42,-0.41,24.66,-5,6816
250,JHARKHAND,53.73,44.31,62.65,261157,213064,23414,165130,932,146,1711,1446,150,1683,1673,817,6.29,26.8,0.95,81.6,9,47.7,8.8,84.5,98.4,0.94,0.95,-0.01,18.34,10,5521
233,JHARKHAND,62.54,49.6,75.17,263776,228465,18853,167088,914,155,2720,2564,274,2676,2669,1305,6.03,43.22,1.31,86.6,7.1,48,10.1,94.3,98.4,1.03,1.58,-0.55,25.57,7,8002
232,JHARKHAND,75.71,64.7,85.68,468680,255680,96324,285505,911,149,2398,2250,745,2375,2349,1606,16.29,8.68,0.54,54.6,20.6,67,31.1,93.8,99,0.46,0.62,-0.16,20.98,26,11482
229,JHARKHAND,73.48,61.46,84.5,344828,209569,64487,220067,637,86,2368,2285,511,2267,2236,1474,14.51,12.4,0.94,60.8,18.7,62.2,21.6,96.5,95.7,0.75,1.11,-0.36,23.04,31,12322
249,JHARKHAND,77.13,68.2,85.63,510529,230966,201708,303249,880,140,3475,3273,796,3345,3299,2045,5.25,35.76,1.78,45.2,39.5,58.8,22.9,94.2,96.3,1.09,2.45,-1.36,17.43,46,16623
243,JHARKHAND,68.29,57.86,78.62,99869,75881,10543,59900,348,38,787,725,84,764,755,352,3.32,56.9,1.52,76,10.6,44.7,10.7,92.1,97.1,1.39,1.64,-0.25,20.76,9,2749
237,JHARKHAND,66.92,56.97,76.87,213360,138889,46350,133116,619,60,2082,1875,168,1928,1906,776,3.17,68.94,0.46,65.1,21.7,37.3,8.1,90.1,92.6,0.42,0.49,-0.06,19.9,22,7093
246,JHARKHAND,59.54,47.01,72.18,300993,250633,31272,193075,1196,140,2490,2266,210,2064,1977,1134,3.79,67.32,1.37,83.3,10.4,45.5,8.4,91,82.9,1.28,1.46,-0.18,25.17,87,8058
247,JHARKHAND,76.13,67.33,84.51,356202,173462,110658,222511,485,94,2566,2443,720,2506,2487,1615,4.86,28.51,1.16,48.7,31.1,62.9,28.1,95.2,97.7,0.99,1.31,-0.32,17.18,19,13998
239,JHARKHAND,63.73,50.08,76.85,145022,130392,6668,98202,387,58,1274,1264,323,1270,1265,919,9.21,30.4,0.89,89.9,4.6,72.1,25.4,99.2,99.7,0.79,0.99,-0.2,26.77,5,4238
251,JHARKHAND,68.85,56.19,81.01,172308,145303,24078,118883,445,52,1831,1731,226,1738,1772,1036,5.28,35.18,1.4,84.3,14,56.6,12.3,94.5,94.9,1.3,1.51,-0.2,24.82,-34,5565
252,JHARKHAND,67.59,59.38,75.84,114922,59734,46817,71105,345,50,1251,1112,94,1077,1097,379,7.45,70.78,0.91,52,40.7,30.3,7.5,88.9,86.1,0.86,0.95,-0.09,16.46,-20,4075
242,JHARKHAND,61.23,50.26,71.8,167750,144580,8054,106368,707,92,1390,1303,85,1379,1379,475,21.31,45.54,0.63,86.2,4.8,34.2,6.1,93.7,99.2,0.55,0.72,-0.17,21.54,0,4121
240,JHARKHAND,64.51,53.71,75.33,105129,63817,27166,65466,277,26,1151,1003,114,1050,1045,622,4.52,73.25,2.29,60.7,25.8,54,9.9,87.1,91.2,2.16,2.42,-0.27,21.62,5,3732
248,JHARKHAND,73.92,63.49,83.51,158607,100146,25871,102814,287,50,952,914,290,938,879,604,11.2,21.19,1.52,63.1,16.3,63.4,30.5,96,98.5,1.23,1.8,-0.57,20.02,59,5399
440,ODISHA,,65.84,84.28,186148,150826,25557,117938,174,69,2164,2143,650,2135,1756,2074,,,1.89,81,13.7,95.8,30,99,98.7,1.68,2.09,-0.41,18.44,379,9502
450,ODISHA,,70.05,86.27,76680,50372,20041,47299,27,20,877,875,339,867,857,814,,,2.01,65.7,26.1,92.8,38.7,99.8,98.9,1.79,2.23,-0.45,16.22,10,4699
464,ODISHA,,68.47,85.17,141488,104116,28519,86777,96,50,1729,1729,566,1718,1376,1625,,,1.55,73.6,20.2,94,32.7,100,99.4,1.37,1.72,-0.35,16.7,342,7979
458,ODISHA,63.98,53.18,74.92,430434,373509,52498,190338,550,185,5027,5027,1217,4974,4670,4785,7.33,58.72,1.69,86.8,12.2,95.2,24.2,100,98.9,1.49,1.87,-0.39,21.74,304,20398
439,ODISHA,80.66,72.95,88.06,376255,298434,53085,212273,503,153,3459,3456,1476,3376,3322,3166,20.62,11.88,2.22,79.3,14.1,91.5,42.7,99.9,97.6,1.95,2.48,-0.53,15.11,54,16956
442,ODISHA,72.51,60.44,89.92,231103,190870,33130,134734,147,75,2294,2294,1208,2266,1829,2174,22.23,2.02,2.06,82.6,14.3,94.8,52.7,100,98.8,1.67,2.44,-0.76,29.48,437,11466
453,ODISHA,85.93,79.51,92.45,198891,156250,36871,116471,231,79,2423,2417,880,2343,2007,2056,21.51,0.66,1.98,78.6,18.5,84.9,36.3,99.8,96.7,1.66,2.28,-0.62,12.94,336,10611
443,ODISHA,84.2,77.64,90.51,308109,201877,51621,192144,228,94,3199,3199,1294,2896,2983,3088,19,3.57,1.74,65.5,16.8,96.5,40.5,100,90.5,1.45,2,-0.55,12.87,-87,18079
445,ODISHA,79.41,71.4,87.08,158329,126960,23361,100425,63,17,1901,1901,562,1830,1797,1801,19.62,13.59,2.34,80.2,14.8,94.7,29.6,100,96.3,1.81,2.81,-1.01,15.68,33,9262
437,ODISHA,78.96,70.44,87.06,184372,139713,37744,109523,110,48,1932,1932,581,1931,1908,1389,18.81,14.1,2.13,75.8,20.5,71.9,30.1,100,99.9,2.01,2.23,-0.22,16.62,23,9370
460,ODISHA,79.17,71.08,86.63,124091,102910,19280,77317,35,54,1466,1390,556,1360,1278,1311,14.17,6.1,2.25,82.9,15.5,89.4,37.9,94.8,92.8,1.87,2.59,-0.72,15.55,82,7193
455,ODISHA,87.51,82.06,92.55,303326,170800,98416,167936,128,105,2299,2285,1089,2188,2182,2138,13.21,5.11,1.46,56.3,32.4,93,47.4,99.4,95.2,1.27,1.64,-0.37,10.49,6,16520
462,ODISHA,85.37,78.67,91.84,215238,161716,42950,122397,108,55,2587,2587,906,2482,2454,2400,19.14,0.36,1.98,75.1,20,92.8,35,100,95.9,1.69,2.25,-0.56,13.17,28,12722
447,ODISHA,71.88,61.84,81.85,500987,400018,96964,302724,443,175,4368,4368,1805,4284,4217,4122,19.5,3.37,1.94,79.8,19.4,94.4,41.3,100,98.1,1.72,2.14,-0.43,20.01,67,21863
446,ODISHA,54.29,43.59,65.58,104303,91376,11073,63681,105,35,1553,1553,315,1483,1511,1402,6.78,54.29,1.29,87.6,10.6,90.3,20.3,100,95.5,1.05,1.52,-0.46,21.99,-28,5660
452,ODISHA,65.12,52.46,78.41,144771,131132,11297,78912,127,36,2173,2173,378,2167,2142,1776,15.76,53.58,1.98,90.6,7.8,81.7,17.4,100,99.7,1.75,2.19,-0.44,25.95,25,8233
441,ODISHA,83.25,76.49,84.49,70003,63765,5548,45217,20,10,911,911,323,908,905,800,23.79,12.55,2.11,91.1,7.9,87.8,35.5,100,99.7,1.84,2.37,-0.53,8,3,3609
438,ODISHA,65.5,53.77,77.08,263886,226705,35832,157698,457,85,2670,2670,600,2636,2613,2513,17.88,21.05,1.89,85.9,13.6,94.1,22.5,100,98.7,1.6,2.17,-0.57,23.31,23,11053
461,ODISHA,58.2,45.21,71.55,111226,97504,10960,64906,59,28,1225,1225,228,1218,1178,1152,13.46,33.8,1.78,87.7,9.9,94,18.6,100,99.4,1.4,2.16,-0.76,26.34,40,5434
451,ODISHA,60.22,47.27,73.34,267607,234740,26502,162870,669,122,2797,2797,527,2722,2743,2614,18.17,28.5,1.22,87.7,9.9,93.5,18.8,100,97.3,1.06,1.38,-0.32,26.07,-21,10953
463,ODISHA,50.88,39.87,62.61,173566,155720,16948,112714,347,54,2352,2343,441,2347,2323,2017,14.41,55.99,1.35,89.7,9.8,85.8,18.8,99.6,99.8,1.2,1.49,-0.29,22.74,24,8144
456,ODISHA,49.87,38.92,61.29,241469,216440,24795,165517,416,67,2834,2834,440,2776,2737,1797,14.25,50.56,0.73,89.6,10.3,63.4,15.5,100,98,0.6,0.85,-0.26,22.37,39,10219
457,ODISHA,49.49,38.95,60.29,124844,116987,7857,81077,192,22,1434,1370,371,1296,1053,1136,22.55,57.83,1.18,93.7,6.3,79.2,25.9,95.5,90.4,0.96,1.38,-0.42,21.34,243,5441
125,CHHATTISGARH,71.41,61.01,81.52,113829,80396,32959,71343,138,56,1575,1573,959,1557,1550,1412,8.31,46.18,1.72,70.6,29,89.7,60.9,99.9,98.9,1.55,1.89,-0.34,20.51,7,6269
